Cycle,T10_R0,T10_R1,T10_R3,T25_R0,T25_R1,T25_R3,T40_R0,T40_R1,T40_R3
576,2.403958888,2.61384807,2.779465296,3.161282995,3.221623604,3.278139031,,,0.189242808
577,2.390483218,2.605186124,2.781056163,3.162872321,3.222881979,3.277663502,,,0.184723842
578,2.382824404,2.5957841,2.76368865,3.164132523,3.221892845,3.276858929,,,
579,2.382660976,2.58295519,2.765279516,3.159927268,3.223500488,3.278450915,,,
580,2.370113843,2.5826306,2.756840124,3.15425802,3.207839213,3.280042902,,,
581,2.357981907,2.580025225,2.755820932,3.149064546,3.209446856,3.272507926,,,
582,2.352269369,2.568554992,2.750494742,3.150653871,3.211054499,3.269387756,,,
583,2.343165385,2.568330793,2.741684267,3.152243197,3.212662142,3.270979743,,,
584,2.342461197,2.554970354,2.732942758,3.149228234,3.214269785,3.272571729,,,
585,2.32106552,2.549918329,2.734019506,3.14760139,3.209670936,3.274163715,,,
586,2.312405295,2.541613267,2.728333018,3.139258511,3.211278579,3.263739044,,,
587,2.301026648,2.538257454,2.713322766,3.138973237,3.209845352,3.26533103,,,
588,2.29200752,2.523331623,2.70172643,3.135114103,3.207902533,3.266923016,,,
589,2.283682988,2.51077274,2.694650777,3.132820309,3.209510176,3.268515003,,,
590,2.274897481,2.50231326,2.689275561,3.132225856,3.207285037,3.265309204,,,
591,2.258027885,2.503905126,2.676624973,3.124934906,3.20889268,3.262616484,,,
592,2.243785673,2.488927679,2.678215839,3.126524232,3.210500323,3.261629127,,,
593,2.231708613,2.483696483,2.669900831,3.12598643,3.206618467,3.26210284,,,
594,2.219818162,2.471309634,2.661720107,3.113685557,3.206104604,3.263694826,,,
595,2.208893056,2.466718523,2.65054724,3.115274883,3.20164809,3.259470276,,,
596,2.193707427,2.462015248,2.645323194,3.116864209,3.202827006,3.185615867,,,
597,2.193443028,2.458657855,2.644727657,3.118453534,3.204048579,3.187207853,,,
598,2.185905406,2.441606488,2.632399806,3.114346895,3.205656222,3.18879984,,,
599,2.166941171,2.443198355,2.617642348,3.111304889,3.207263865,3.190391826,,,
600,2.160642544,2.436104495,2.618087215,3.109631877,3.208871508,3.189997277,,,
601,2.160545038,2.426898119,2.612102658,3.106510457,3.20186036,3.191589263,,,
602,2.156625529,2.419866873,2.611416747,3.100559919,3.199672863,3.193181249,,,
