Cycle,T10_R0,T10_R1,T10_R3,T25_R0,T25_R1,T25_R3,T40_R0,T40_R1,T40_R3
68,3.912474518,3.873384322,3.896236153,3.89845348,3.949187441,3.89126295,3.858488836,3.863749223,3.890819943
69,3.910002701,3.874976188,3.89782702,3.894153789,3.948512131,3.889080218,3.853784304,3.856955382,3.889066616
70,3.911601984,3.876556123,3.899417886,3.89465903,3.945383892,3.888606538,3.85362261,3.85854418,3.89065604
71,3.908381934,3.871694831,3.89262177,3.893302638,3.946991535,3.890198525,3.855220242,3.855295656,3.882151679
72,3.90618839,3.868309049,3.894212637,3.889699077,3.948599178,3.891790511,3.854194055,3.851494897,3.883741103
73,3.906178308,3.867354617,3.895803503,3.890912334,3.950206821,3.8904466,3.843024403,3.852003513,3.882098354
74,3.901534504,3.868946483,3.887516686,3.890755911,3.949476645,3.890152163,3.844622035,3.85004179,3.882925706
75,3.895197129,3.867879659,3.883862574,3.890288345,3.949367751,3.89102815,3.842539501,3.844593826,3.877100322
76,3.896796412,3.869471525,3.885453441,3.889181628,3.945099392,3.891215918,3.844137133,3.844947943,3.878689746
77,3.896438906,3.871063392,3.887044307,3.889008389,3.946147044,3.886686426,3.83899848,3.84653674,3.875603765
78,3.888950154,3.872655258,3.883813713,3.885288864,3.946228716,3.888278412,3.840596112,3.843918334,3.877193189
79,3.890549437,3.865390044,3.884659238,3.8836753,3.943894341,3.889870398,3.842193743,3.83855375,3.878782613
80,3.89214872,3.86698191,3.882031084,3.882905241,3.943977226,3.881802283,3.837986594,3.840142548,3.876972881
81,3.893748003,3.863563664,3.880666123,3.880903866,3.942474432,3.880301145,3.832685582,3.832238196,3.873133908
82,3.890754474,3.861307649,3.881942112,3.878883985,3.930370933,3.88132116,3.832028055,3.833751005,3.874235147
83,3.882488173,3.860265783,3.881726203,3.876655955,3.931436583,3.881693504,3.833112684,3.828739466,3.867367166
84,3.884087456,3.855558861,3.87610815,3.878245281,3.932438616,3.882676603,3.824670507,3.82500675,3.868956591
85,3.885686739,3.857150727,3.877699017,3.87634482,3.926466685,3.88102484,3.821085947,3.826037048,3.868923016
86,3.884908067,3.856038854,3.879289883,3.867264979,3.925152112,3.882030665,3.819189626,3.822115092,3.87016689
87,3.879811549,3.853654267,3.871307738,3.868854305,3.926759755,3.883622651,3.819918452,3.823703889,3.868206794
88,3.880521477,3.855246134,3.872898605,3.868168171,3.928367399,3.883816289,3.815718301,3.825067934,3.866636069
89,3.877714572,3.855738594,3.874489471,3.86672997,3.927554554,3.881346842,3.816099685,3.820423101,3.861995369
90,3.876250054,3.854394126,3.87225295,3.864571655,3.926138005,3.878068013,3.808299239,3.813026961,3.85893899
91,3.871201886,3.853933766,3.865200379,3.864597002,3.927745648,3.875522352,3.80989687,3.814615758,3.857259123
92,3.872801169,3.855525632,3.866791245,3.865655721,3.926890297,3.87263651,3.811489949,3.813775612,3.853294809
93,3.866600702,3.852419154,3.868382112,3.862953554,3.925122961,3.873470784,3.81308758,3.809032184,3.854486699
94,3.868199985,3.847924252,3.869972978,3.864542879,3.922523504,3.871018175,3.803144346,3.803079373,3.856076124
95,3.86572301,3.847423803,3.865552557,3.866132205,3.924131147,3.870008433,3.804618824,3.804665256,3.85363356
96,3.867322293,3.844144677,3.860847624,3.866517853,3.921808467,3.867325748,3.806216456,3.806254053,3.850614774
97,3.864839389,3.840808219,3.862438491,3.863264985,3.916184599,3.86440555,3.802798671,3.80403179,3.843132317
98,3.866438672,3.842400085,3.864029357,3.859356007,3.917792242,3.865997537,3.794637677,3.803344534,3.843751326
99,3.864726052,3.843991951,3.863563289,3.855811117,3.918415377,3.867589523,3.793330281,3.796549288,3.840785534
100,3.866191035,3.845583818,3.856289525,3.854627457,3.916124864,3.86673474,3.783977679,3.798138085,3.841143714
101,3.859773349,3.836475655,3.854560631,3.853693527,3.9092035,3.866835046,3.785553606,3.798248062,3.841032186
102,3.861372632,3.838067521,3.850996641,3.853232656,3.910811143,3.863308914,3.787151238,3.795491784,3.836397064
103,3.856717092,3.839659387,3.852587507,3.847923625,3.909596656,3.852863076,3.780817808,3.793921648,3.837986489
104,3.858129111,3.840936103,3.849655497,3.847482461,3.909168754,3.854455062,3.782415439,3.791896258,3.835292305
105,3.859728394,3.833494228,3.849654221,3.849071787,3.904033387,3.856047048,3.78248451,3.789267185,3.835347798
106,3.853187648,3.831756704,3.848000872,3.850661112,3.90564103,3.857639034,3.781898305,3.788601497,3.835472145
107,3.854786931,3.83334857,3.845761176,3.852250438,3.907248673,3.855911037,3.776831015,3.781981909,3.830378832
108,3.854064555,3.834940437,3.844630282,3.848633546,3.907210147,3.857503023,3.778428647,3.77438738,3.831349555
109,3.853043055,3.832615176,3.845336764,3.844463854,3.904537495,3.85803536,3.775788588,3.775976177,3.827992611
110,3.854642338,3.827047601,3.846382553,3.84605318,3.904494052,3.856726073,3.772481232,3.777404836,3.827126073
111,3.855792879,3.826463249,3.83459202,3.846065941,3.906101695,3.855645307,3.768483421,3.77390071,3.824870457
112,3.850353414,3.828055115,3.836182886,3.843161387,3.902229527,3.853001207,3.764504457,3.775489507,3.817198545
113,3.849059932,3.822584566,3.837773753,3.836924702,3.897610091,3.851994111,3.763983334,3.777078304,3.814437059
114,3.846245172,3.824176433,3.838306397,3.838259061,3.899217734,3.852292795,3.765580965,3.776067358,3.816026484
115,3.842582237,3.822785105,3.831817658,3.839214563,3.900690331,3.853884781,3.756922079,3.771848474,3.814100867
116,3.842501382,3.818288639,3.83312748,3.835421503,3.896481515,3.855476768,3.758519711,3.765944066,3.814897302
117,3.837643963,3.819880505,3.828041527,3.831003929,3.898089158,3.857057767,3.75984134,3.767532863,3.811344641
118,3.839243246,3.819376975,3.828201971,3.831405061,3.899180268,3.854108188,3.749377495,3.764373678,3.810672145
119,3.837381702,3.818292969,3.827097998,3.831592457,3.899470786,3.853568237,3.74903546,3.753165877,3.808658098
120,3.838980985,3.819884835,3.828688865,3.826543687,3.896540296,3.854505346,3.743930414,3.754754674,3.807798272
121,3.836558602,3.816898644,3.828061053,3.825244903,3.891755295,3.853681269,3.743655989,3.756343472,3.806887692
122,3.829961934,3.813064018,3.828049437,3.826101178,3.888763683,3.849799836,3.736076013,3.753592681,3.803812931
123,3.830862213,3.807988352,3.829640303,3.82194079,3.887885726,3.851391822,3.737673645,3.747284518,3.803800906
124,3.829547169,3.809580219,3.826199457,3.823530116,3.886697976,3.852020676,3.737958778,3.747751877,3.796567384
125,3.825911388,3.807979837,3.827790323,3.825119442,3.883369926,3.849916116,3.727207861,3.74149398,3.798156808
126,3.824700184,3.809571704,3.828245442,3.821487342,3.884977569,3.851508102,3.724948507,3.741468862,3.796773402
127,3.824984315,3.803176114,3.825321095,3.823076667,3.882385474,3.85115977,3.722146653,3.737766884,3.798362826
128,3.825360057,3.80476798,3.822176009,3.823168299,3.877711017,3.850077308,3.723744285,3.739355682,3.795185787
129,3.823858348,3.804105154,3.820699431,3.818019304,3.87875841,3.846108395,3.71935138,3.740483145,3.795470381
130,3.815885193,3.803134756,3.821684096,3.816182787,3.877544258,3.847700381,3.71394963,3.736615547,3.790100782
131,3.817484476,3.800863867,3.823274962,3.817772113,3.879151901,3.842413242,3.710799327,3.733051513,3.791465453
132,3.816327912,3.798101235,3.821713334,3.818740814,3.876708696,3.841472038,3.712396958,3.723281409,3.788136144
133,3.816989301,3.795819873,3.816340395,3.82033014,3.873852464,3.841643422,3.71082429,3.724870206,3.787667342
134,3.818420393,3.789566903,3.813266711,3.81221635,3.875460107,3.841042191,3.702008341,3.726166963,3.778045493
135,3.815565233,3.791158769,3.814857577,3.812117612,3.869674838,3.835620173,3.702354127,3.720139105,3.77457781
136,3.810564828,3.792276125,3.816448444,3.813706938,3.86491528,3.837212159,3.702315324,3.720933232,3.776167235
137,3.804344061,3.78788056,3.813262127,3.809899406,3.866522923,3.831331402,3.695738025,3.72252203,3.777756659
138,3.802109955,3.786303068,3.806950772,3.811488731,3.860809778,3.82534228,3.696982388,3.714038179,3.775608833
139,3.803709238,3.784916381,3.808541639,3.808007882,3.862417421,3.826934266,3.693539098,3.711928896,3.773576499
140,3.798553885,3.782478356,3.801274401,3.809597207,3.864025064,3.828526252,3.69513673,3.705002552,3.771234719
141,3.800153168,3.784070222,3.802865267,3.810515931,3.86522735,3.830118238,3.693495796,3.704303051,3.767740802
142,3.801752451,3.78563656,3.804456134,3.811184995,3.863983041,3.827446457,3.689364968,3.704084749,3.769330226
143,3.803208984,3.779384591,3.804858087,3.812168617,3.860739775,3.829038443,3.684319089,3.702273936,3.769483002
144,3.796132862,3.780976458,3.803513354,3.804601089,3.860613631,3.827453251,3.685258097,3.701876499,3.763313164
145,3.797732145,3.775804812,3.799081691,3.806190414,3.855498122,3.829045237,3.681337016,3.700283045,3.764902588
146,3.790096136,3.777396678,3.800672558,3.80777974,3.85701183,3.817533512,3.682934648,3.701871843,3.763062995
147,3.791695419,3.76651518,3.802263424,3.80367626,3.855886307,3.819125498,3.674798655,3.696475238,3.756555009
148,3.791249865,3.768107046,3.802817834,3.80372374,3.85749395,3.820717484,3.672167049,3.691063723,3.758144434
149,3.785541434,3.769698912,3.8044087,3.797375007,3.859101593,3.813192419,3.670326944,3.692652521,3.754346817
150,3.782220434,3.764449968,3.803930471,3.798964333,3.856763287,3.814784405,3.671924576,3.694241318,3.752278909
151,3.778795907,3.765354394,3.796086143,3.800553658,3.85837093,3.815968218,3.671254583,3.690471654,3.749291947
152,3.778667372,3.764700565,3.795314569,3.799192485,3.859978573,3.810856224,3.668765686,3.687658304,3.750881371
153,3.780266655,3.763761596,3.78893537,3.795878251,3.857265692,3.81244821,3.661067978,3.686544571,3.748784667
154,3.781865938,3.761345604,3.790526236,3.791752275,3.856523824,3.814040196,3.659327941,3.688133368,3.7479801
155,3.778304619,3.76293747,3.792117103,3.786427513,3.854576997,3.809518425,3.656561527,3.683772458,3.739537439
156,3.774230296,3.762710969,3.792535572,3.788016839,3.855139456,3.811110411,3.658159158,3.677053182,3.738764914
157,3.775829579,3.761009795,3.788879356,3.786809141,3.854881959,3.807953103,3.655867509,3.678641979,3.735506366
158,3.77065736,3.759744201,3.786708907,3.785279914,3.855542338,3.806417709,3.651358344,3.678288164,3.727748183
159,3.768078733,3.757713413,3.780664143,3.78686924,3.851806039,3.808009696,3.652028449,3.67238526,3.723458903
160,3.763626429,3.75930528,3.774761456,3.788458566,3.84670515,3.805248313,3.64376633,3.673974057,3.725048327
161,3.759548938,3.758894523,3.774795127,3.785571181,3.845802419,3.806814341,3.645363962,3.668205109,3.726637752
162,3.75507767,3.759198774,3.773748145,3.785253252,3.847410062,3.805738875,3.641512203,3.669793907,3.72010431
163,3.756676953,3.75855654,3.775339011,3.776392375,3.849017705,3.7994573,3.634710077,3.671382704,3.718763716
164,3.758276236,3.756492114,3.770940499,3.777981701,3.8451994,3.791056862,3.636307708,3.669026996,3.718473638
165,3.755925495,3.756470242,3.772531366,3.772714649,3.846807043,3.792648848,3.63790534,3.667539777,3.716986039
166,3.750893214,3.751243048,3.763995011,3.773352814,3.848414686,3.794240834,3.637690151,3.659597035,3.715555432
167,3.748976123,3.751697909,3.765585877,3.772023675,3.850022329,3.79583282,3.636826193,3.661137535,3.717144856
168,3.750575406,3.746561602,3.763116614,3.772460846,3.851075196,3.797424806,3.632620951,3.651779537,3.708986517
169,3.752174689,3.746419833,3.764707481,3.772490248,3.852682839,3.792971463,3.630117589,3.644826718,3.709337628
170,3.752315516,3.7480117,3.766298348,3.769588111,3.854290482,3.794563449,3.627702779,3.642033626,3.709828006
171,3.752634667,3.749603566,3.767889214,3.768717017,3.845247296,3.790434687,3.628920765,3.64096889,3.704055328
172,3.748559037,3.751195433,3.760340645,3.767056066,3.84383144,3.792026673,3.623949372,3.642557687,3.699673289
173,3.749569569,3.750328734,3.761931511,3.766956762,3.845439083,3.790912258,3.622620635,3.638927927,3.698330168
174,3.739452698,3.744877905,3.763279024,3.766764789,3.847031654,3.792504245,3.621691155,3.631612739,3.698493915
175,3.741051981,3.744074051,3.758592201,3.763091834,3.840888015,3.791156471,3.617511779,3.628484456,3.688563968
176,3.738606905,3.745501461,3.755551806,3.761471863,3.842229161,3.792748457,3.617669719,3.624923275,3.690153393
177,3.737479626,3.739469715,3.757142673,3.758395175,3.838029376,3.792443694,3.617504664,3.626512072,3.691742817
178,3.738621601,3.739408534,3.758733539,3.75505084,3.839637019,3.786330017,3.614389791,3.62810087,3.693332241
179,3.733824615,3.737387328,3.760324406,3.754219286,3.837290543,3.787922003,3.60589136,3.629689667,3.68603655
180,3.735423898,3.729835245,3.761543218,3.752153564,3.837166419,3.785109329,3.604937822,3.626002699,3.685556723
181,3.737023181,3.731427111,3.757341453,3.75374289,3.838774062,3.785847366,3.605233785,3.624498657,3.684008139
182,3.729949728,3.733018977,3.754719481,3.755332216,3.837344263,3.782540576,3.60444937,3.621551613,3.685597564
183,3.729984693,3.723624776,3.756310348,3.756921541,3.838951906,3.783208608,3.602457178,3.617808743,3.6782588
184,3.730711475,3.725216642,3.757663712,3.756277045,3.834182699,3.776618474,3.59969526,3.61939754,3.676217555
185,3.728548104,3.721635745,3.758369764,3.757866371,3.835163066,3.774758963,3.597702808,3.612841618,3.670064498
186,3.722063793,3.721599123,3.748740604,3.756077799,3.831744912,3.776350949,3.594596142,3.614430416,3.665227062
187,3.717365361,3.719514428,3.750331471,3.757589976,3.828697942,3.7768239,3.592354821,3.60893282,3.666816487
188,3.717920819,3.714141965,3.751922337,3.757854863,3.825959847,3.778415886,3.589987955,3.600423089,3.667193078
189,3.718411161,3.715733832,3.747859519,3.757590838,3.82487821,3.778321665,3.585068207,3.602011887,3.658243186
190,3.719330017,3.711583892,3.747016218,3.749601614,3.820214613,3.774216133,3.582162122,3.599066648,3.653569497
191,3.716154117,3.712088281,3.744334069,3.75119094,3.821822257,3.77580812,3.582622311,3.59708632,3.655158921
192,3.7177534,3.710163156,3.743415075,3.75242193,3.8234299,3.766123734,3.57317349,3.598675117,3.656748345
193,3.71875548,3.707556497,3.73827507,3.74803115,3.820603023,3.76771572,3.572994242,3.600263915,3.654275719
194,3.71331063,3.704942429,3.738068636,3.748162166,3.822210666,3.769307706,3.571036772,3.594641648,3.648981397
195,3.7119218,3.70087502,3.734975981,3.745712274,3.818485656,3.768663712,3.563035709,3.592694681,3.647839311
196,3.711203211,3.701808081,3.73220548,3.742913846,3.815187548,3.768793217,3.562071167,3.590833103,3.646959285
197,3.707800374,3.700711077,3.733796346,3.738524284,3.81546675,3.766987905,3.555908635,3.587110559,3.643463227
198,3.703408692,3.702302943,3.733894415,3.732251638,3.817074393,3.766466158,3.553568396,3.5754276,3.636840959
199,3.705007975,3.699374244,3.725624088,3.733840964,3.814019947,3.765189458,3.552175365,3.577016398,3.630748061
200,3.70368964,3.700779469,3.727214955,3.731818283,3.811444202,3.766781444,3.545657044,3.578464407,3.630888766
201,3.701402746,3.700111955,3.726856288,3.731920739,3.813051845,3.768171596,3.541857274,3.570270228,3.63247819
202,3.695267876,3.695390823,3.72399268,3.728168744,3.810662258,3.762673844,3.53921127,3.57135811,3.634067614
203,3.696866596,3.696982689,3.72068341,3.727075526,3.806497996,3.75432214,3.537668393,3.568768614,3.627608488
204,3.698465879,3.688354096,3.721900423,3.726728262,3.806510891,3.755914126,3.531770651,3.570357411,3.629197912
205,3.689432925,3.687313521,3.722842263,3.725019342,3.801,3.757506112,3.522863783,3.55917795,3.630787337
206,3.683476089,3.682198037,3.723616331,3.722883434,3.802607643,3.756553544,3.524461414,3.557184512,3.614767745
207,3.685075372,3.682454796,3.722792456,3.72447276,3.804215286,3.758038895,3.518138323,3.556768554,3.616357169
208,3.685152996,3.680912049,3.717657454,3.722536134,3.802717056,3.752980193,3.519651869,3.557936568,3.614195657
209,3.678071156,3.682503916,3.714810402,3.719280157,3.804324699,3.754572179,3.515700285,3.553416619,3.615622232
210,3.677617015,3.684095782,3.714074442,3.71884557,3.796488885,3.753898482,3.513853842,3.553882865,3.610931307
211,3.672030341,3.685216749,3.711264968,3.71734519,3.791564245,3.747827138,3.508369515,3.544942254,3.604024266
212,3.671486039,3.677123086,3.70986515,3.718179158,3.793171888,3.748520217,3.501330049,3.542873614,3.603169509
213,3.668216834,3.678714952,3.704275577,3.713487135,3.794779531,3.746787172,3.500612369,3.538953459,3.598989353
214,3.668617414,3.67553634,3.705866444,3.713702185,3.794398567,3.746417411,3.498657007,3.540542256,3.596077343
215,3.660768296,3.677128206,3.704576733,3.713884739,3.79600621,3.748009397,3.49474583,3.53483747,3.589776904
216,3.662367579,3.670684915,3.706106399,3.715474065,3.797613853,3.74199707,3.489604241,3.536426268,3.589536482
217,3.663966862,3.666728954,3.702946864,3.707341707,3.794856082,3.737439981,3.489104259,3.538015065,3.585291729
218,3.658375195,3.668320821,3.70453773,3.708931032,3.78636405,3.73668168,3.489326211,3.535923903,3.586881154
219,3.658449759,3.663642192,3.698381729,3.703871053,3.787971693,3.738273666,3.483959159,3.527242498,3.586968753
220,3.652234868,3.665234058,3.699972595,3.705460379,3.789579336,3.739865652,3.48555679,3.51834252,3.582487093
221,3.653834151,3.659589001,3.699585853,3.703563188,3.789557417,3.741457638,3.487154422,3.517264325,3.579771182
222,3.655433434,3.652159088,3.700122244,3.705152513,3.785705883,3.733697815,3.484816106,3.515061809,3.575427798
223,3.655526241,3.653750954,3.700362315,3.705877555,3.779709538,3.732507339,3.477065903,3.516650607,3.569369235
224,3.650871901,3.643338215,3.694783866,3.70324028,3.781317181,3.72961166,3.474983505,3.513145271,3.565065758
225,3.649190875,3.644930081,3.696374732,3.701198671,3.782924824,3.731203646,3.470364038,3.504767515,3.564990072
226,3.642061001,3.643755745,3.692568726,3.701620273,3.779642708,3.731855068,3.471961669,3.505392171,3.566579496
227,3.638015092,3.645347611,3.691727454,3.703209598,3.778720956,3.72952516,3.473559301,3.506514484,3.548634959
228,3.636501286,3.641376142,3.691415132,3.694730939,3.7803286,3.729749301,3.462676627,3.506653035,3.550224383
229,3.638100569,3.63820345,3.687727489,3.689802649,3.7714338,3.726504046,3.464274259,3.508241833,3.551813807
230,3.639076429,3.639552035,3.687869894,3.691391975,3.769981813,3.728096032,3.458102043,3.506930964,3.550979481
231,3.639270884,3.641143901,3.684421977,3.692934913,3.770428126,3.729636381,3.458834936,3.49842471,3.552568906
232,3.634691325,3.642735767,3.682989241,3.688684321,3.762090012,3.725179667,3.452409607,3.500013508,3.551266891
233,3.636290608,3.636499783,3.681734344,3.689748614,3.763697655,3.720005727,3.45344134,3.500222138,3.547544626
234,3.635749931,3.638091649,3.67966775,3.688795207,3.765305298,3.720032958,3.44466893,3.496689614,3.542751984
235,3.637349214,3.629507997,3.678460407,3.686684926,3.76477213,3.721624944,3.438464644,3.491351465,3.543161365
236,3.631614334,3.631099864,3.676826948,3.683052091,3.764260926,3.723216931,3.437134573,3.487446431,3.541084026
237,3.6307362,3.630154582,3.672845643,3.677764891,3.765082032,3.724808917,3.438732204,3.476149531,3.535295245
238,3.631388119,3.621212468,3.672975875,3.679354216,3.760795513,3.714008471,3.42936947,3.476418237,3.529558334
239,3.629644294,3.615531374,3.671324405,3.67976016,3.757757114,3.715600458,3.430643182,3.469535293,3.530909582
240,3.626410579,3.61712324,3.664657812,3.681349486,3.756168746,3.715290823,3.426109147,3.459934341,3.523776524
241,3.628009862,3.618715106,3.666248679,3.677477023,3.75741409,3.716882809,3.427649602,3.461162387,3.52445546
242,3.625437891,3.617856133,3.663452146,3.679066348,3.749438857,3.713663827,3.422369673,3.450968327,3.516342735
243,3.627037174,3.617438729,3.665005569,3.678416946,3.745637691,3.712896841,3.419520514,3.449590707,3.517932159
244,3.617059019,3.618207588,3.66080203,3.671256508,3.747245334,3.712156868,3.417769796,3.443349416,3.51323544
245,3.615176048,3.61743907,3.656804045,3.672845834,3.747205891,3.711601895,3.411464439,3.444938214,3.511618884
246,3.616775331,3.615524419,3.657792681,3.67443516,3.741283929,3.713193881,3.401470355,3.440809855,3.512076502
247,3.613504242,3.608815243,3.653746191,3.673100804,3.741094329,3.711046165,3.403067987,3.440268103,3.505057127
248,3.611536095,3.604210155,3.651210411,3.67267079,3.741426247,3.708617758,3.401313374,3.430381132,3.505074718
249,3.612108395,3.604880089,3.651230017,3.671856884,3.739218468,3.710209744,3.398066228,3.430843967,3.495461163
250,3.613707678,3.603117231,3.647187597,3.66736741,3.740826111,3.71180173,3.391844898,3.428873023,3.494980595
251,3.615306961,3.600710665,3.646222239,3.668956736,3.737775592,3.701799906,3.385380882,3.43046182,3.4845516
252,3.610118096,3.590973334,3.638955138,3.670546061,3.739383235,3.703391893,3.386978514,3.415277492,3.486141024
253,3.60875631,3.5925652,3.640546005,3.672135387,3.736297592,3.704983879,3.382176021,3.416866289,3.483574023
254,3.609088599,3.594157066,3.636144411,3.671580386,3.737905235,3.706040127,3.381925407,3.413250176,3.482340292
255,3.609957166,3.595748933,3.637735278,3.670773734,3.733281294,3.699010394,3.378097613,3.409807554,3.483929716
256,3.601821133,3.583764953,3.6366732,3.669145276,3.727128624,3.697258217,3.373072615,3.405038911,3.475785466
257,3.600614474,3.58535682,3.628662936,3.668076619,3.728642464,3.69138257,3.367783477,3.400905294,3.471925395
258,3.598167421,3.580791936,3.630253802,3.667268879,3.721682192,3.692974556,3.369381109,3.402494091,3.473514819
259,3.599766704,3.576871323,3.626897795,3.665001712,3.723289835,3.689095476,3.366220305,3.397098535,3.475104244
260,3.593115245,3.575903651,3.625175943,3.66342266,3.724232724,3.6813985,3.360957377,3.394715425,3.476693668
261,3.590876596,3.574899309,3.624602068,3.655217649,3.722707252,3.682990486,3.362351213,3.391570439,3.474698658
262,3.590467231,3.575034501,3.615218458,3.656806975,3.724314895,3.684581181,3.359602492,3.390721784,3.471630249
263,3.580719145,3.568495876,3.616809325,3.655477497,3.722976982,3.686173167,3.358629625,3.390398919,3.467287848
264,3.582318428,3.569523393,3.618400191,3.654590072,3.724584625,3.682935924,3.34919171,3.385717886,3.461951013
265,3.576471359,3.568986163,3.619991058,3.656179398,3.716718023,3.68452791,3.349176344,3.382735722,3.463540437
266,3.576111132,3.568193238,3.621581925,3.652931025,3.716708645,3.681702314,3.349552336,3.38147776,3.465129862
267,3.577710415,3.566481819,3.622736755,3.652096818,3.71056538,3.6832943,3.346523758,3.383066558,3.460227606
268,3.579309698,3.568073685,3.622173199,3.65098036,3.712173023,3.684886286,3.348121389,3.370407642,3.458363619
269,3.576364629,3.568093822,3.620673195,3.652356648,3.713780666,3.683915505,3.344980614,3.37199644,3.453781344
270,3.572408707,3.569044872,3.610190571,3.650214909,3.714709525,3.685507491,3.338587855,3.369779397,3.451412278
271,3.5679717,3.56802025,3.61159433,3.648564903,3.710193436,3.679613245,3.335345704,3.371368194,3.445130502
272,3.566193755,3.569612116,3.609565736,3.642047692,3.711801079,3.678456339,3.326871334,3.372483928,3.440920517
273,3.562351822,3.566218842,3.611156603,3.643637018,3.712277844,3.67705953,3.328468966,3.364880073,3.434393728
274,3.563951105,3.567810709,3.605921196,3.644169262,3.708418151,3.678651516,3.327234563,3.361079615,3.435983152
275,3.56250695,3.563618322,3.607512063,3.638337326,3.706419696,3.679489869,3.32629845,3.360016182,3.435910369
276,3.564106233,3.565210189,3.606203503,3.639926651,3.703714367,3.67477889,3.324273801,3.354928896,3.428036086
277,3.555535192,3.561197578,3.605109495,3.63899772,3.701014752,3.676370876,3.317265082,3.35271085,3.428332262
278,3.557134475,3.555801624,3.601198467,3.636063717,3.702622395,3.672697538,3.317312843,3.348448388,3.422674889
279,3.558733758,3.55739349,3.597809364,3.629945427,3.704197512,3.667075487,3.316663972,3.343534015,3.417191258
280,3.557624996,3.558985357,3.596575295,3.627824391,3.705805155,3.668667473,3.302019473,3.343745513,3.416427096
281,3.559224279,3.558597547,3.594009177,3.628946031,3.701806543,3.666648377,3.303617104,3.338659186,3.408099342
282,3.556673363,3.55155643,3.593904693,3.62072827,3.702393618,3.667279172,3.299214557,3.340247983,3.409362461
283,3.551264646,3.551870649,3.595495559,3.620337338,3.704001261,3.663355141,3.300812189,3.337910098,3.407569956
284,3.552863929,3.553462515,3.589451722,3.619643024,3.704131103,3.662808925,3.294792377,3.329920269,3.406599275
285,3.552384891,3.552693452,3.587073282,3.614373666,3.705738746,3.657609697,3.296390009,3.329816062,3.408188699
286,3.544352174,3.547749253,3.587532059,3.614422581,3.699398905,3.659201683,3.297458745,3.331404859,3.404817479
287,3.545951457,3.549341119,3.584749203,3.606623682,3.701006548,3.660793669,3.288982274,3.330920333,3.399833576
288,3.543192864,3.546773817,3.586012952,3.602258348,3.696966784,3.662385656,3.290579906,3.33250913,3.392683375
289,3.535359427,3.545820218,3.581696452,3.603847674,3.697971725,3.656983219,3.290402869,3.323987906,3.394272799
290,3.53695871,3.544693955,3.583048156,3.603273942,3.697260782,3.648847107,3.282606113,3.325127972,3.391926817
291,3.537504247,3.543720596,3.584639023,3.596548142,3.698868425,3.650439093,3.283034263,3.319198379,3.393516241
292,3.536183828,3.537543655,3.586229889,3.592326929,3.694415436,3.652031079,3.277390559,3.318010472,3.388428841
293,3.529229775,3.530847989,3.584228216,3.591120095,3.694403135,3.652292919,3.268645827,3.31959927,3.390018266
294,3.523309415,3.530655581,3.584191155,3.592709421,3.696010778,3.651171183,3.269230297,3.314112964,3.378798663
295,3.524908698,3.532247447,3.582465633,3.591034479,3.691389286,3.647095084,3.267637187,3.304702466,3.380388087
296,3.522934698,3.533839314,3.580892387,3.589230163,3.692996929,3.646467223,3.268990962,3.298248938,3.381977512
297,3.520272906,3.533879387,3.580074291,3.590819489,3.691964832,3.646408405,3.270588593,3.297384564,3.377033846
298,3.521872189,3.527068835,3.575895661,3.586432435,3.687892219,3.643621467,3.260338726,3.298354365,3.376750069
299,3.518081821,3.528660701,3.576175343,3.58802176,3.689497554,3.644949408,3.259386862,3.28838018,3.372218427
300,3.515738279,3.530252568,3.574966022,3.587985584,3.683335885,3.646541394,3.258275065,3.289968977,3.365234659
301,3.513155616,3.528568545,3.572841254,3.586855624,3.684943528,3.64813338,3.257520807,3.28280207,3.366824084
302,3.511551323,3.52015644,3.571668817,3.587017278,3.685389423,3.641414839,3.243977249,3.284390868,3.368413508
303,3.51289027,3.521748306,3.570476209,3.588606603,3.681665811,3.642021309,3.245574881,3.278756758,3.365023256
304,3.511885328,3.521628642,3.56862444,3.590195929,3.676725409,3.638406448,3.235155032,3.273830138,3.363049798
305,3.506498596,3.519773577,3.566545934,3.591785255,3.678333052,3.635992521,3.229194934,3.275418936,3.357326951
306,3.508097879,3.518152146,3.560273133,3.59229748,3.675180417,3.631145149,3.225827985,3.272772809,3.354359074
307,3.502446617,3.515350991,3.561863999,3.589521629,3.67440039,3.632737135,3.218225977,3.274142413,3.354997922
308,3.500593921,3.499920525,3.555192112,3.588644736,3.666015173,3.627491971,3.219823608,3.270830417,3.356465311
309,3.49345392,3.501512391,3.556782978,3.583070625,3.662967162,3.629083957,3.217000875,3.272419214,3.345964231
310,3.485890485,3.503104258,3.549584281,3.580051884,3.661094357,3.622088637,3.211211094,3.264205624,3.347553656
311,3.487489768,3.501068915,3.546488239,3.58164121,3.662702,3.623680623,3.202376488,3.255495914,3.348653731
312,3.484563041,3.49855802,3.543993111,3.577688303,3.660991787,3.62527261,3.203974119,3.255512119,3.343215272
313,3.480820043,3.490882273,3.543940431,3.579277628,3.656331987,3.626761043,3.196164401,3.253687255,3.340399625
314,3.479265915,3.488022297,3.539929187,3.574412995,3.656639111,3.627908452,3.193324893,3.251278167,3.336460121
315,3.473751726,3.482935361,3.539632583,3.574338281,3.652238325,3.621947576,3.192463205,3.245713478,3.327268097
316,3.475351009,3.483270194,3.537601813,3.574166011,3.653845968,3.621281871,3.191177076,3.242191685,3.328857522
